,ic
2575,0.4487208008898776
2576,0.42380422691879865
2577,0.41446051167964404
2578,0.41446051167964404
2579,0.41579532814238046
2580,0.37352614015572855
2581,0.39221357063403783
2582,0.34905450500556173
2583,0.3632925472747497
2584,0.3779755283648498
2585,0.3268075639599555
2586,0.32502780867630704
2587,0.4513904338153503
2588,0.3997775305895439
2589,0.3886540600667408
2590,0.457174638487208
2591,0.4562847608453838
2592,0.46206896551724136
2593,0.5065628476084539
2594,0.49276974416017794
2595,0.5452725250278087
2596,0.5314794215795328
2597,0.5452725250278087
2598,0.5550611790878754
2599,0.489210233592881
2600,0.4883203559510568
2601,0.4264738598442714
2602,0.3432703003337041
2603,0.3842046718576196
2604,0.38020022246941043
2605,0.32013348164627364
2606,0.364182424916574
2607,0.4442714126807564
2608,0.43759733036707454
2609,0.3908787541713014
2610,0.3979977753058954
2611,0.3721913236929922
2612,0.40956618464961064
2613,0.46562847608453833
2614,0.3054505005561735
2615,0.3228031145717464
2616,0.18620689655172412
2617,0.10923248053392658
2618,0.12258064516129033
2619,0.10255839822024472
2620,0.07408231368186874
2621,0.14616240266963293
2622,0.05583982202447163
2623,-0.03225806451612903
2624,0.0371523915461624
2625,0.05050055617352613
2626,-0.07363737486095662
2627,-0.02469410456062291
2628,0.011790878754171301
2629,-0.08342602892102337
2630,-0.10077864293659622
2631,-0.08075639599555061
2632,-0.11056729699666296
2633,-0.11946607341490545
2634,-0.12836484983314794
2635,-0.12658509454949946
2636,-0.15639599555061176
2637,-0.18086763070077863
2638,-0.20088987764182425
2639,-0.15906562847608455
2640,-0.16618464961067853
2641,-0.16618464961067853
2642,-0.160845383759733
2643,-0.2053392658509455
2644,-0.17730812013348163
2645,-0.17552836484983317
2646,-0.09410456062291435
2647,-0.03225806451612903
2648,-0.02202447163515017
2649,-0.016240266963292546
2650,0.001557285873192436
2651,-0.037601513192961324
2652,0.06341083585795253
2653,0.13816887392206498
2654,0.052286127812697696
2655,0.0068973189880579934
2656,0.11992435272784704
2657,0.029591723400377846
2658,-0.024251863538655525
2659,0.07231060229415638
2660,0.004227389057196835
2661,0.04650127962916518
2662,0.19245744918290852
2663,0.2667704989252108
2664,0.2322839039849208
2665,0.1993547681709665
2666,0.27811770113137074
2667,0.3390811012193672
2668,0.38713983997486806
2669,0.45967293642992946
2670,0.5032817919673285
2671,0.38980976990572924
2672,0.4084992794217573
2673,0.38024252098681005
2674,0.44921571086739
2675,0.46835020870522825
2676,0.476804986819622
2677,0.47635999849781174
2678,0.4643453138089365
2679,0.437646014500325
2680,0.41446051167964404
2681,0.3971078976640712
2682,0.3650723025583982
2683,0.35261401557285876
2684,0.3721913236929922
2685,0.3917686318131257
2686,0.4117908787541713
2687,0.3899888765294772
2688,0.364182424916574
2689,0.385539488320356
2690,0.40200222469410457
2691,0.418020022246941
2692,0.453615127919911
2693,0.4994438264738598
2694,0.40600667408231367
2695,0.35172413793103446
2696,0.41045606229143494
2697,0.32413793103448274
2698,0.32502780867630704
2699,0.31701890989988873
2700,0.3552836484983315
2701,0.44560622914349274
2702,0.4206896551724138
2703,0.40734149054505003
2704,0.364182424916574
2705,0.3664071190211346
2706,0.37174638487208006
2707,0.3664071190211346
2708,0.3908787541713014
2709,0.44783092324805335
2710,0.46073414905450494
2711,0.5003337041156841
2712,0.4972191323692992
2713,0.5105672969966629
2714,0.4064516129032258
2715,0.432258064516129
2716,0.3828698553948832
2717,0.3797552836484983
2718,0.3931034482758621
2719,0.33303670745272523
2720,0.27519466073414905
2721,0.3793103448275862
2722,0.41446051167964404
2723,0.4100111234705228
2724,0.2987764182424916
2725,0.3027808676307008
2726,0.3014460511679644
2727,0.32947719688542826
2728,0.3076751946607342
2729,0.23515016685205786
2730,0.19288097886540603
2731,0.23203559510567295
2732,0.14438264738598441
2733,0.06874304783092325
2734,0.19377085650723025
2735,0.10834260289210233
2736,0.11857619577308119
2737,0.08476084538375972
2738,0.029588431590656286
2739,-0.07007786429365963
2740,-0.064293659621802
2741,0.03181312569521691
2742,-0.04872080088987764
2743,-0.13414905450500555
2744,-0.1408231368186874
2745,-0.15016685205784203
2746,-0.1875417130144605
2747,-0.17463848720800887
2748,-0.2182424916573971
2749,-0.17152391546162402
2750,-0.20800889877641823
2751,-0.1657397107897664
2752,-0.19243604004449388
2753,-0.17819799777530587
2754,-0.1003337041156841
2755,-0.035817575083426034
2756,-0.047830923248053395
2757,-0.05183537263626252
2758,-0.0011123470522803117
2759,-0.01668520578420467
2760,-0.0006674082313681868
2761,-0.0006674082313681868
2762,0.029143492769744164
2763,0.09499443826473859
2764,0.04471635150166852
2765,0.12169076751946609
2766,0.1221357063403782
2767,0.02736373748609566
2768,0.01668520578420467
2769,0.10923248053392658
2770,0.13370411568409346
2771,0.10923248053392658
2772,0.2667408231368187
2773,0.28453837597330367
2774,0.43492769744160176
2775,0.432258064516129
2776,0.4255839822024471
2777,0.4189098998887653
2778,0.4558398220244716
2779,0.45317018909899887
2780,0.4197997775305895
2781,0.39888765294771966
2782,0.38598442714126807
2783,0.36017797552836484
2784,0.4117908787541713
2785,0.40511679644048937
2786,0.3828698553948832
2787,0.3775305895439377
2788,0.35973303670745277
2789,0.35350389321468295
2790,0.3561735261401557
2791,0.4113459399332592
2792,0.40155728587319245
2793,0.4309232480533926
2794,0.43759733036707454
2795,0.37085650723025576
2796,0.36240266963292544
2797,0.43448275862068964
2798,0.3997775305895439
2799,0.31523915461624025
2800,0.2324805339265851
2801,0.15283648498331479
2802,0.064293659621802
2803,0.02246941045606229
2804,0.02246941045606229
2805,0.05406006674082313
2806,0.09098998887652948
2807,0.04916573971078977
2808,0.09944382647385984
2809,0.12569521690767518
2810,0.1203559510567297
2811,0.16262513904338155
2812,0.03492769744160178
2813,0.021579532814238044
2814,-0.01757508342602892
2815,-0.014905450500556172
2816,0.06340378197997774
2817,0.024249165739710785
2818,0.029143492769744164
2819,0.029143492769744164
2820,0.01935483870967742
2821,0.056729699666295874
2822,0.06295884315906564
2823,0.08031145717463849
2824,0.1621802002224694
2825,0.19733036707452725
2826,0.24449388209121245
2827,0.24983314794215797
2828,0.2703003337041157
2829,0.25339265850945497
2830,0.23648498331479423
2831,0.260511679644049
2832,0.260511679644049
2833,0.4002224694104561
2834,0.2707452725250278
2835,0.2800889877641824
2836,0.23025583982202447
2837,0.28809788654060065
2838,0.23470522803114574
2839,0.22313681868743046
2840,0.1710789766407119
2841,0.13948832035595105
2842,0.23337041156840932
2843,0.1982202447163515
2844,0.25383759733036704
2845,0.17152391546162402
2846,0.2578420467185762
2847,0.28809788654060065
2848,0.26184649610678534
2849,0.28097886540600664
2850,0.3397107897664071
2851,0.3721913236929922
2852,0.3890989988876529
2853,0.33036707452725245
2854,0.3543937708565072
2855,0.3446051167964405
2856,0.3917686318131257
2857,0.4024471635150167
2858,0.4318131256952169
2859,0.4562847608453838
2860,0.5092324805339266
2861,0.5216907675194661
2862,0.3686318131256952
2863,0.2511679644048943
2864,0.29699666295884314
2865,0.2854282536151279
2866,0.31345939933259176
2867,0.2832035595105673
2868,0.2800889877641824
2869,0.2716351501668521
2870,0.27919911012235815
2871,0.2716351501668521
2872,0.2636262513904338
2873,0.2596218020022247
2874,0.28987764182424913
2875,0.33748609566184645
2876,0.3081201334816463
2877,0.28186874304783094
2878,0.32858731924360396
2879,0.29744160177975526
2880,0.2418242491657397
2881,0.2395995550611791
2882,0.19510567296996661
2883,0.2289210233592881
2884,0.23470522803114574
2885,0.1982202447163515
2886,0.2204671857619577
2887,0.1884315906562848
2888,0.22491657397107895
2889,0.21334816462736375
2890,0.14927697441601778
2891,0.04471635150166852
2892,0.1385984427141268
2893,0.30634037819799775
2894,0.32235817575083425
2895,0.33837597330367075
2896,0.2565072302558398
2897,0.33704115684093433
2898,0.37130144605116794
2899,0.4229143492769744
2900,0.4780867630700778
2901,0.5270300333704115
2902,0.5328142380422692
2903,0.4634037819799778
2904,0.4843159065628476
2905,0.47630700778642937
2906,0.33837597330367075
2907,0.364182424916574
2908,0.3979977753058954
2909,0.40511679644048937
2910,0.3650723025583982
2911,0.27341490545050057
2912,0.2707452725250278
2913,0.17063403781979977
2914,0.10300333704115683
2915,0.08120133481646273
2916,-0.034482758620689655
2917,-0.14705228031145717
2918,-0.07808676307007786
2919,0.06251390433815351
2920,0.06473859844271414
2921,-0.06340378197997774
2922,-0.014460511679644046
2923,-0.026918798665183537
2924,-0.07408231368186874
2925,-0.12836484983314794
2926,-0.20177975528364847
2927,-0.24449388209121245
2928,-0.24449388209121245
2929,-0.23648498331479423
2930,-0.24048943270300333
2931,-0.2707452725250278
2932,-0.16395995550611792
2933,-0.20355951056729701
2934,-0.1604004449388209
2935,-0.21379310344827587
2936,-0.20800889877641823
2937,-0.19955506117908786
2938,-0.21913236929922134
2939,-0.2507230255839822
2940,-0.10923248053392658
2941,-0.16885428253615126
2942,-0.16751946607341492
2943,-0.2925472747497219
2944,-0.31701890989988873
2945,-0.27919911012235815
2946,-0.43003337041156836
2947,-0.5087875417130144
2948,-0.3828698553948832
2949,-0.36551724137931035
2950,-0.31657397107897667
2951,-0.2992213570634038
2952,-0.300111234705228
2953,-0.2992213570634038
2954,-0.30233592880978866
2955,-0.33748609566184645
2956,-0.32057842046718577
2957,-0.2507230255839822
2958,-0.23159065628476083
2959,-0.20355951056729701
2960,-0.25739710789766407
2961,-0.1835372636262514
2962,-0.20088987764182425
2963,-0.18665183537263624
2964,-0.17374860956618463
2965,-0.1604004449388209
2966,-0.16974416017797553
2967,-0.17330367074527253
2968,-0.16974416017797553
2969,-0.15951056729699667
2970,-0.1710789766407119
2971,-0.19777530589543937
2972,-0.207119021134594
2973,-0.12614015572858733
2974,-0.1003337041156841
2975,-0.10122358175750834
2976,0.034037819799777526
2977,0.22758620689655173
2978,0.07942157953281423
2979,0.11190211345939934
2980,-0.013125695216907676
2981,-0.012235817575083427
2982,-0.03626251390433815
2983,0.008231368186874304
2984,-0.01846496106785317
2985,-0.01579532814238042
2986,0.009121245828698554
2987,-0.02647385984427141
2988,0.011790878754171301
2989,-0.0020022246941045607
2990,0.02647385984427141
2991,0.016240266963292546
2992,0.027808676307007785
2993,-0.0011123470522803117
2994,-0.06251390433815351
2995,-0.004226918798665183
2996,-0.020244716351501667
2997,-0.07586206896551724
2998,-0.03136818687430478
2999,-0.09054505005561733
3000,-0.14126807563959956
3001,-0.057174638487208
3002,-0.06874304783092325
3003,-0.05005561735261402
3004,-0.03225806451612903
3005,-0.06340378197997774
3006,-0.1296996662958843
3007,-0.2324805339265851
3008,-0.24048943270300333
3009,-0.2667408231368187
3010,-0.2342602892102336
3011,-0.15061179087875418
3012,-0.22803114571746386
3013,-0.24093437152391545
3014,-0.19688542825361513
3015,-0.2040044493882091
3016,-0.21067853170189096
3017,-0.09365962180200223
3018,-0.10611790878754171
3019,-0.06918798665183537
3020,-0.030478309232480537
3021,-0.06340378197997774
3022,-0.11101223581757509
3023,-0.0878754171301446
3024,-0.18264738598442715
3025,-0.26985539488320354
3026,-0.2738598442714127
3027,-0.39221357063403783
3028,-0.26184649610678534
3029,-0.2502780867630701
3030,-0.16929922135706338
3031,-0.11012235817575085
3032,-0.022914349276974413
3033,-0.057174638487208
3034,-0.11012235817575085
3035,0.023359288097886538
3036,0.055394883203559515
3037,0.1897664071190211
3038,0.21201334816462733
3039,0.23381535038932147
3040,0.3067853170189099
3041,0.3659621802002225
3042,0.3779755283648498
3043,0.3446051167964405
3044,0.3014460511679644
3045,0.28097886540600664
3046,0.27430478309232476
3047,0.35973303670745277
3048,0.3592880978865406
3049,0.30233592880978866
3050,0.29699666295884314
3051,0.17864293659621802
3052,0.17330367074527253
3053,0.21379310344827587
3054,0.10522803114571745
3055,0.018020022246941044
3056,0.11590656284760845
3057,0.0135706340378198
3058,0.10745272525027807
3059,-0.06340378197997774
3060,-0.09054505005561733
3061,-0.06562847608453837
3062,-0.04204671857619577
3063,-0.03136818687430478
3064,-0.08921023359288098
3065,-0.08743047830923248
3066,-0.09010011123470522
3067,-0.08342602892102337
3068,-0.10166852057842046
3069,-0.1221357063403782
3070,-0.07363737486095662
