,ic
834,-0.31123470522803115
835,-0.2053392658509455
836,-0.20978865406006672
837,-0.16751946607341492
838,-0.12124582869855395
839,-0.17775305895439378
840,-0.09899888765294772
841,0.028253615127919914
842,0.053170189098998885
843,0.15283648498331479
844,0.07230255839822024
845,0.02647385984427141
846,-0.04471635150166852
847,-0.0046718576195773085
848,0.03181312569521691
849,-0.010901001112347052
850,-0.05939933259176862
851,-0.1114571746384872
852,-0.09410456062291435
853,-0.12880978865406006
854,-0.1479421579532814
855,-0.07497219132369298
856,-0.05183537263626252
857,-0.07052280311457175
858,0.012235817575083427
859,0.05939933259176862
860,0.060289210233592884
861,0.07630700778642936
862,0.08743047830923248
863,0.14349276974416017
864,0.1003337041156841
865,0.06295884315906564
866,0.10700778642936595
867,0.13770856507230256
868,0.07096774193548387
869,0.1292547274749722
870,0.0825361512791991
871,0.012235817575083427
872,0.027808676307007785
873,-0.0004449883218101931
874,0.012014684688875215
875,0.0720881081332513
876,0.15886083088623895
877,0.11124708045254827
878,0.03070419420490333
879,0.03626654822753074
880,0.08321281617850612
881,0.1419512746574516
882,0.15774836008171347
883,0.2309489390194903
884,0.27478028871779425
885,0.24229614122565016
886,0.26254310986801394
887,0.32951385230044805
888,0.2989094442589859
889,0.22724239954462
890,0.18718007641236573
891,0.15290453328810377
892,0.2192299349181691
893,0.15602049175394575
894,0.2592922580504234
895,0.25217006727135594
896,0.1828902002639894
897,0.14773612284098414
898,0.18355768274670467
899,0.15107353525456055
900,0.11013460964802281
901,0.182000223620369
902,0.12682167171590505
903,0.14126807563959956
904,0.16662958843159065
905,0.2502780867630701
906,0.1599555061179088
907,0.21690767519466073
908,0.2783092324805339
909,0.29032258064516125
910,0.32502780867630704
911,0.29076751946607343
912,0.24449388209121245
913,0.20756395995550608
914,0.26629588431590656
915,0.2774193548387097
916,0.3041156840934371
917,0.2507230255839822
918,0.20088987764182425
919,0.13815350389321468
920,0.21201334816462733
921,0.14883203559510566
922,0.16751946607341492
923,0.16307007786429364
924,0.22269187986651834
925,0.17063403781979977
926,0.0967741935483871
927,0.11056729699666296
928,-0.0389321468298109
929,-0.0389321468298109
930,-0.10611790878754171
931,-0.2
932,-0.22180200222469412
933,-0.19199110122358176
934,-0.20355951056729701
935,-0.2204671857619577
936,-0.20756395995550608
937,-0.18531701890989988
938,-0.1884315906562848
939,-0.2204671857619577
940,-0.10923248053392658
941,-0.11857619577308119
942,-0.08698553948832036
943,-0.17864293659621802
944,-0.09721913236929922
945,-0.05850945494994438
946,-0.010011123470522802
947,0.011790878754171301
948,0.027808676307007785
949,-0.0006674082313681868
950,-0.0006674082313681868
951,-0.06696329254727475
952,-0.03136818687430478
953,-0.03225806451612903
954,-0.03670745272525028
955,-0.038042269187986644
956,-0.016240266963292546
957,-0.06206896551724137
958,0.046941045606229144
959,0.030923248053392655
960,0.17063403781979977
961,0.23025583982202447
962,0.3098998887652948
963,0.2578420467185762
964,0.36062291434927696
965,0.3290322580645161
966,0.27252502780867627
967,0.260511679644049
968,0.20177975528364847
969,0.15150166852057842
970,0.11190211345939934
971,0.11501668520578419
972,0.12569521690767518
973,0.11768631813125695
974,0.07942157953281423
975,0.0424916573971079
976,-0.020244716351501667
977,-0.00778642936596218
978,-0.0460511679644049
979,-0.04516129032258065
980,-0.09766407119021134
981,-0.12880978865406006
982,-0.15372636262513903
